type;brand;category;sku;ean;name;hexa;colorName;description;size
Men;Polo Ralph Lauren;BOTTOMS;1373202;3615739443416;Stretch Slim Fit Chino Pant;;AVIATOR NAVY;A wear-with-anything essential, these lightweight chinos are tailored from ultrasoft cotton twill that has a hint of stretch for extra comfort.;SIZE 36, LENGTH 30
Men;Polo Ralph Lauren;BOTTOMS;1373202;3615739443430;Stretch Slim Fit Chino Pant;;AVIATOR NAVY;A wear-with-anything essential, these lightweight chinos are tailored from ultrasoft cotton twill that has a hint of stretch for extra comfort.;SIZE 34, LENGTH 32
Men;Polo Ralph Lauren;BOTTOMS;1373202;3615739443447;Stretch Slim Fit Chino Pant;;AVIATOR NAVY;A wear-with-anything essential, these lightweight chinos are tailored from ultrasoft cotton twill that has a hint of stretch for extra comfort.;SIZE 36, LENGTH 34
Men;Polo Ralph Lauren;BOTTOMS;1373202;3615739443485;Stretch Slim Fit Chino Pant;;AVIATOR NAVY;A wear-with-anything essential, these lightweight chinos are tailored from ultrasoft cotton twill that has a hint of stretch for extra comfort.;SIZE 38, LENGTH 30
Men;Polo Ralph Lauren;BOTTOMS;1373202;3615739443508;Stretch Slim Fit Chino Pant;;AVIATOR NAVY;A wear-with-anything essential, these lightweight chinos are tailored from ultrasoft cotton twill that has a hint of stretch for extra comfort.;SIZE 38, LENGTH 32
Men;Polo Ralph Lauren;BOTTOMS;1373202;3615739443515;Stretch Slim Fit Chino Pant;;AVIATOR NAVY;A wear-with-anything essential, these lightweight chinos are tailored from ultrasoft cotton twill that has a hint of stretch for extra comfort.;SIZE 38, LENGTH 34
Men;Polo Ralph Lauren;FOOTWEAR;1375731;3616411707062;Canvas Low-Top Sneaker;#FFFFFF;White;Designed with a classic low-top silhouette, this canvas sneaker is accented at the side with our signature embroidered Pony. A molded foam footbed provides superior support and all-day comfort.;7D
Men;Polo Ralph Lauren;FOOTWEAR;1375731;3616411707086;Canvas Low-Top Sneaker;#FFFFFF;White;Designed with a classic low-top silhouette, this canvas sneaker is accented at the side with our signature embroidered Pony. A molded foam footbed provides superior support and all-day comfort.;8D
Men;Polo Ralph Lauren;FOOTWEAR;1375731;3616411707109;Canvas Low-Top Sneaker;;White;Designed with a classic low-top silhouette, this canvas sneaker is accented at the side with our signature embroidered Pony. A molded foam footbed provides superior support and all-day comfort.;9D
Men;Polo Ralph Lauren;FOOTWEAR;1375731;3616411706980;Canvas Low-Top Sneaker;;White;Designed with a classic low-top silhouette, this canvas sneaker is accented at the side with our signature embroidered Pony. A molded foam footbed provides superior support and all-day comfort.;10D
Men;Polo Ralph Lauren;FOOTWEAR;1375731;3616411707000;Canvas Low-Top Sneaker;;White;Designed with a classic low-top silhouette, this canvas sneaker is accented at the side with our signature embroidered Pony. A molded foam footbed provides superior support and all-day comfort.;11D
Men;Polo Ralph Lauren;FOOTWEAR;1375731;3616411707031;Canvas Low-Top Sneaker;;White;Designed with a classic low-top silhouette, this canvas sneaker is accented at the side with our signature embroidered Pony. A molded foam footbed provides superior support and all-day comfort.;13D
Men;Polo Ralph Lauren;FOOTWEAR;1375731;3616411707024;Canvas Low-Top Sneaker;;White;Designed with a classic low-top silhouette, this canvas sneaker is accented at the side with our signature embroidered Pony. A molded foam footbed provides superior support and all-day comfort.;12D
Men;Polo Ralph Lauren;LUGGAGE;1381064;3615738970289;Polo Bear Canvas Tote Bag;#1f253b;Navy;Crafted from durable cotton canvas, this lightweight tote bag features our iconic Polo Bear dressed in his finest denim and turtleneck sweater.;OS
Women;Polo Ralph Lauren;FOOTWEAR;1381126;3616412355545;Court 125 Canvas Sneaker;#FFFFFF;Multi;Drawing inspiration from iconic tennis shoe designs of the 1980s, this canvas version of our Court 125 features a classic silhouette enhanced with signature embroidery all over.;5,5
Women;Polo Ralph Lauren;FOOTWEAR;1381126;3616412355569;Court 125 Canvas Sneaker;;Multi;Drawing inspiration from iconic tennis shoe designs of the 1980s, this canvas version of our Court 125 features a classic silhouette enhanced with signature embroidery all over.;6,5
Women;Polo Ralph Lauren;FOOTWEAR;1381126;3616412355576;Court 125 Canvas Sneaker;;Multi;Drawing inspiration from iconic tennis shoe designs of the 1980s, this canvas version of our Court 125 features a classic silhouette enhanced with signature embroidery all over.;7
Women;Polo Ralph Lauren;FOOTWEAR;1381126;3616412355590;Court 125 Canvas Sneaker;;Multi;Drawing inspiration from iconic tennis shoe designs of the 1980s, this canvas version of our Court 125 features a classic silhouette enhanced with signature embroidery all over.;8
Women;Polo Ralph Lauren;FOOTWEAR;1381126;3616412355606;Court 125 Canvas Sneaker;;Multi;Drawing inspiration from iconic tennis shoe designs of the 1980s, this canvas version of our Court 125 features a classic silhouette enhanced with signature embroidery all over.;8,5
Women;Polo Ralph Lauren;FOOTWEAR;1381126;3616412355620;Court 125 Canvas Sneaker;;Multi;Drawing inspiration from iconic tennis shoe designs of the 1980s, this canvas version of our Court 125 features a classic silhouette enhanced with signature embroidery all over.;9,5
Men;Polo Ralph Lauren;CAPS;1381137;3616413347204;Polo Bear Chino Ball Cap;#1f253b;Newport Navy W/ Soccer Be;The classic cotton chino ball cap is updated for the season with our iconic mascot dressed in his Polo best.;OS
Women;Polo Ralph Lauren;HANDBAGS;1381145;3616411805898;Faux-Leather Medium Tote;#a2353c;RL 2000 Red;A spacious, slouchy silhouette makes this lightweight vegan leather tote a practical and versatile choice for carrying the day’s essentials.;OS
Women;Polo Ralph Lauren;BELTS;1381147;3615735105349;Logo Pebbled Leather Belt;#eeece4;Vanilla;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;XS
Women;Polo Ralph Lauren;BELTS;1381147;3615735105325;Logo Pebbled Leather Belt;;Vanilla;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;S
Women;Polo Ralph Lauren;BELTS;1381147;3615735105318;Logo Pebbled Leather Belt;;Vanilla;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;M
Women;Polo Ralph Lauren;BELTS;1381147;3615735105301;Logo Pebbled Leather Belt;;Vanilla;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;L
Women;Polo Ralph Lauren;BELTS;1381147;3615735105332;Logo Pebbled Leather Belt;;Vanilla;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;XXL
Women;Polo Ralph Lauren;BELTS;1381148;3616411810151;Logo Pebbled Leather Belt;#1f253b;Lauren Navy;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;XS
Women;Polo Ralph Lauren;BELTS;1381148;3616411810137;Logo Pebbled Leather Belt;#1f253b;Lauren Navy;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;S
Women;Polo Ralph Lauren;BELTS;1381148;3616411810120;Logo Pebbled Leather Belt;;Lauren Navy;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;M
Women;Polo Ralph Lauren;BELTS;1381148;3616411810113;Logo Pebbled Leather Belt;;Lauren Navy;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;L
Women;Polo Ralph Lauren;BELTS;1381148;3616411810144;Logo Pebbled Leather Belt;;Lauren Navy;Crafted from pebbled leather, this sleek belt is centered by a polished logo buckle. ;XXL
Women;Polo Ralph Lauren;HANDBAGS;1381153;3616411805881;Faux-Leather Medium Tote;#476048;Clover Green;A spacious, slouchy silhouette makes this lightweight vegan leather tote a practical and versatile choice for carrying the day’s essentials.;OS
Women;Polo Ralph Lauren;FOOTWEAR;1381665;3616411859228;Beckworth Leather Driver;#814c3f;Deep Saddle Tan;This classic driving loafer is made from supple, refined leather and finished with an “LRL”-engraved buckle.;5,5
Women;Polo Ralph Lauren;FOOTWEAR;1381665;3616411859242;Beckworth Leather Driver;;Deep Saddle Tan;This classic driving loafer is made from supple, refined leather and finished with an “LRL”-engraved buckle.;6,5
Women;Polo Ralph Lauren;FOOTWEAR;1381665;3616411859259;Beckworth Leather Driver;;Deep Saddle Tan;This classic driving loafer is made from supple, refined leather and finished with an “LRL”-engraved buckle.;7
Women;Polo Ralph Lauren;FOOTWEAR;1381665;3616411859273;Beckworth Leather Driver;;Deep Saddle Tan;This classic driving loafer is made from supple, refined leather and finished with an “LRL”-engraved buckle.;8
Women;Polo Ralph Lauren;FOOTWEAR;1381665;3616411859280;Beckworth Leather Driver;;Deep Saddle Tan;This classic driving loafer is made from supple, refined leather and finished with an “LRL”-engraved buckle.;8,5
Women;Polo Ralph Lauren;FOOTWEAR;1381665;3616411859303;Beckworth Leather Driver;;Deep Saddle Tan;This classic driving loafer is made from supple, refined leather and finished with an “LRL”-engraved buckle.;9,5
Children;Polo Ralph Lauren;BOYS FLEECE;1381676;3616410051890;Denim Bear Fleece Sweatshirt;#d8d8d6;Andover Heather;In soft cotton-blend fleece, this sweatshirt features our beloved mascot in an outfit inspired by an iconic image of Mr. Lauren, in which he wears a denim jacket, jeans, and the Polo flag sweater.;SIZE 5
Children;Polo Ralph Lauren;BOYS FLEECE;1381676;3616410051906;Denim Bear Fleece Sweatshirt;;Andover Heather;In soft cotton-blend fleece, this sweatshirt features our beloved mascot in an outfit inspired by an iconic image of Mr. Lauren, in which he wears a denim jacket, jeans, and the Polo flag sweater.;SIZE 6
Children;Polo Ralph Lauren;BOYS FLEECE;1381676;3616410051913;Denim Bear Fleece Sweatshirt;;Andover Heather;In soft cotton-blend fleece, this sweatshirt features our beloved mascot in an outfit inspired by an iconic image of Mr. Lauren, in which he wears a denim jacket, jeans, and the Polo flag sweater.;SIZE 7
Children;Polo Ralph Lauren;BOYS FLEECE;1381676;3616410051586;Denim Bear Fleece Sweatshirt;;Andover Heather;In soft cotton-blend fleece, this sweatshirt features our beloved mascot in an outfit inspired by an iconic image of Mr. Lauren, in which he wears a denim jacket, jeans, and the Polo flag sweater.;TODDLER 2
Children;Polo Ralph Lauren;BOYS FLEECE;1381676;3616410051593;Denim Bear Fleece Sweatshirt;;Andover Heather;In soft cotton-blend fleece, this sweatshirt features our beloved mascot in an outfit inspired by an iconic image of Mr. Lauren, in which he wears a denim jacket, jeans, and the Polo flag sweater.;TODDLER 3
Children;Polo Ralph Lauren;BOYS FLEECE;1381676;3616410051609;Denim Bear Fleece Sweatshirt;;Andover Heather;In soft cotton-blend fleece, this sweatshirt features our beloved mascot in an outfit inspired by an iconic image of Mr. Lauren, in which he wears a denim jacket, jeans, and the Polo flag sweater.;TODDLER 4
Men;Polo Ralph Lauren;FOOTWEAR;1382931;3616412230521;Spiring Canvas Trainer;#000000;Black;"Inspired by classic court sneakers, this low-top style combines a lightweight vulcanized construction with a canvas upper. An ergonomic foam footbed provides exceptional arch support.
";7D
Men;Polo Ralph Lauren;FOOTWEAR;1382931;3616412230545;Spiring Canvas Trainer;#000000;Black;"Inspired by classic court sneakers, this low-top style combines a lightweight vulcanized construction with a canvas upper. An ergonomic foam footbed provides exceptional arch support.
";8D
Men;Polo Ralph Lauren;FOOTWEAR;1382931;3616412230569;Spiring Canvas Trainer;;Black;"Inspired by classic court sneakers, this low-top style combines a lightweight vulcanized construction with a canvas upper. An ergonomic foam footbed provides exceptional arch support.
";9D
Men;Polo Ralph Lauren;FOOTWEAR;1382931;3616412230446;Spiring Canvas Trainer;;Black;"Inspired by classic court sneakers, this low-top style combines a lightweight vulcanized construction with a canvas upper. An ergonomic foam footbed provides exceptional arch support.
";10D
Men;Polo Ralph Lauren;FOOTWEAR;1382931;3616412230460;Spiring Canvas Trainer;;Black;"Inspired by classic court sneakers, this low-top style combines a lightweight vulcanized construction with a canvas upper. An ergonomic foam footbed provides exceptional arch support.
";11D
Men;Polo Ralph Lauren;FOOTWEAR;1382931;3616412230491;Spiring Canvas Trainer;;Black;"Inspired by classic court sneakers, this low-top style combines a lightweight vulcanized construction with a canvas upper. An ergonomic foam footbed provides exceptional arch support.
";
Men;Polo Ralph Lauren;FOOTWEAR;1382931;3616412230484;Spiring Canvas Trainer;;Black;"Inspired by classic court sneakers, this low-top style combines a lightweight vulcanized construction with a canvas upper. An ergonomic foam footbed provides exceptional arch support.
";12D
Women;Polo Ralph Lauren;WOVEN TOPS;1386989;3615737765688;Georgette Tie-Neck Top;#FFFFFF;Mascarpone Cream;Airy and effortless, this georgette top is enhanced with micro-pleating and a self-tie accent at the neck.;XXS
Women;Polo Ralph Lauren;WOVEN TOPS;1386989;3615737765664;Georgette Tie-Neck Top;;Mascarpone Cream;Airy and effortless, this georgette top is enhanced with micro-pleating and a self-tie accent at the neck.;XS
Women;Polo Ralph Lauren;WOVEN TOPS;1386989;3615737765640;Georgette Tie-Neck Top;;Mascarpone Cream;Airy and effortless, this georgette top is enhanced with micro-pleating and a self-tie accent at the neck.;S
Women;Polo Ralph Lauren;WOVEN TOPS;1386989;3615737765633;Georgette Tie-Neck Top;;Mascarpone Cream;Airy and effortless, this georgette top is enhanced with micro-pleating and a self-tie accent at the neck.;M
Women;Polo Ralph Lauren;WOVEN TOPS;1386989;3615737765626;Georgette Tie-Neck Top;;Mascarpone Cream;Airy and effortless, this georgette top is enhanced with micro-pleating and a self-tie accent at the neck.;L
Women;Polo Ralph Lauren;WOVEN TOPS;1386989;3615737765657;Georgette Tie-Neck Top;;Mascarpone Cream;Airy and effortless, this georgette top is enhanced with micro-pleating and a self-tie accent at the neck.;XL
Women;Polo Ralph Lauren;WOVEN TOPS;1386989;3615737765671;Georgette Tie-Neck Top;;Mascarpone Cream;Airy and effortless, this georgette top is enhanced with micro-pleating and a self-tie accent at the neck.;XXL
